id,method-name,parametes-method,return-method,field-access,methods-method,contain-class-name,attributes-class,methods-class,target-class-name,attributes-class,methods-class,tag,move-tag
83,render,Emoji  Node  Formatter  Context  Markdown  Writer,void,,append  get  Opening  Marker  append  Non  Translating  get  Text  append  get  Closing  Marker,Emoji,opening  Marker  text  closing  Marker,get  Segments  get  Ast  Extra  Emoji  Emoji  Emoji  get  Opening  Marker  set  Opening  Marker  get  Text  set  Text  get  Closing  Marker  set  Closing  Marker  collect  Text,Emoji  Node  Formatter,Factory,Emoji  Node  Formatter  get  Node  Classes  get  Node  Formatting  Handlers  create,1,0
84,render,Node  Renderer  Context  Html  Writer  Git  Lab  Node  Renderer,void,,tag  Line  Indent  with  Attr  render  Children,Git  Lab  Node  Renderer,video  video  link  options  code  Content  Block  reference  Repository  recheck  Undefined  References  Factory,Git  Lab  Node  Renderer  get  Node  Rendering  Handlers  render  render  render  render  Video  Image  render  render  apply,Git  Lab  Block  Quote,opening  Marker  opening  Trailing  closing  Marker  closing  Trailing,get  Ast  Extra  get  Segments  is  Paragraph  End  Wrapping  Disabled  is  Paragraph  Start  Wrapping  Disabled  Git  Lab  Block  Quote  Git  Lab  Block  Quote  Git  Lab  Block  Quote  Git  Lab  Block  Quote  get  Opening  Marker  set  Opening  Marker  get  Closing  Marker  set  Closing  Marker  get  Opening  Trailing  set  Opening  Trailing  get  Closing  Trailing  set  Closing  Trailing,0,0
85,render,Node  Renderer  Context  Html  Writer  Git  Lab  Node  Renderer,void,,tag  Line  Indent  with  Attr  render  Children,Git  Lab  Block  Quote,opening  Marker  opening  Trailing  closing  Marker  closing  Trailing,get  Ast  Extra  get  Segments  is  Paragraph  End  Wrapping  Disabled  is  Paragraph  Start  Wrapping  Disabled  Git  Lab  Block  Quote  Git  Lab  Block  Quote  Git  Lab  Block  Quote  Git  Lab  Block  Quote  get  Opening  Marker  set  Opening  Marker  get  Closing  Marker  set  Closing  Marker  get  Opening  Trailing  set  Opening  Trailing  get  Closing  Trailing  set  Closing  Trailing,Git  Lab  Node  Renderer,video  video  link  options  code  Content  Block  reference  Repository  recheck  Undefined  References  Factory,Git  Lab  Node  Renderer  get  Node  Rendering  Handlers  render  render  render  render  Video  Image  render  render  apply,1,1
86,render,Git  Lab  Block  Quote  Node  Formatter  Context  Markdown  Writer,void,,line  append  render  Children  line  append,Git  Lab  Node  Formatter,Factory,Git  Lab  Node  Formatter  get  Node  Formatting  Handlers  get  Node  Classes  create,Git  Lab  Block  Quote,opening  Marker  opening  Trailing  closing  Marker  closing  Trailing,get  Ast  Extra  get  Segments  is  Paragraph  End  Wrapping  Disabled  is  Paragraph  Start  Wrapping  Disabled  Git  Lab  Block  Quote  Git  Lab  Block  Quote  Git  Lab  Block  Quote  Git  Lab  Block  Quote  get  Opening  Marker  set  Opening  Marker  get  Closing  Marker  set  Closing  Marker  get  Opening  Trailing  set  Opening  Trailing  get  Closing  Trailing  set  Closing  Trailing,0,0
87,render,Git  Lab  Block  Quote  Node  Formatter  Context  Markdown  Writer,void,,line  append  render  Children  line  append,Git  Lab  Block  Quote,opening  Marker  opening  Trailing  closing  Marker  closing  Trailing,get  Ast  Extra  get  Segments  is  Paragraph  End  Wrapping  Disabled  is  Paragraph  Start  Wrapping  Disabled  Git  Lab  Block  Quote  Git  Lab  Block  Quote  Git  Lab  Block  Quote  Git  Lab  Block  Quote  get  Opening  Marker  set  Opening  Marker  get  Closing  Marker  set  Closing  Marker  get  Opening  Trailing  set  Opening  Trailing  get  Closing  Trailing  set  Closing  Trailing,Git  Lab  Node  Formatter,Factory,Git  Lab  Node  Formatter  get  Node  Formatting  Handlers  get  Node  Classes  create,1,0
88,get  Macro  Definition  Block,Macro  Reference,Macro  Definition  Block,,is  Empty  get  Text  get  to  String  get  Text,Macro  Reference,opening  Marker  text  closing  Marker  my  Macro  Definition  Block,is  Defined  get  Reference  get  Reference  Node  get  Reference  Node  set  Macro  Definition  Block  get  Segments  get  Ast  Extra  Macro  Reference  Macro  Reference  Macro  Reference  get  Opening  Marker  set  Opening  Marker  get  Text  set  Text  get  Closing  Marker  set  Closing  Marker,Macro  Definition  Repository,my  Referenced  Macro  Definition  Blocks,add  Macros  Reference  resolve  Macros  Ordinals  get  Referenced  Macro  Definition  Blocks  Macro  Definition  Repository  get  Data  Key  get  Keep  Data  Key  get  Referenced  Elements,0,0
89,get  Macro  Definition  Block,Macro  Reference,Macro  Definition  Block,,is  Empty  get  Text  get  to  String  get  Text,Macro  Definition  Repository,my  Referenced  Macro  Definition  Blocks,add  Macros  Reference  resolve  Macros  Ordinals  get  Referenced  Macro  Definition  Blocks  Macro  Definition  Repository  get  Data  Key  get  Keep  Data  Key  get  Referenced  Elements,Macro  Reference,opening  Marker  text  closing  Marker  my  Macro  Definition  Block,is  Defined  get  Reference  get  Reference  Node  get  Reference  Node  set  Macro  Definition  Block  get  Segments  get  Ast  Extra  Macro  Reference  Macro  Reference  Macro  Reference  get  Opening  Marker  set  Opening  Marker  get  Text  set  Text  get  Closing  Marker  set  Closing  Marker,1,1
90,render,Table  Block  Node  Renderer  Context  Html  Writer,void,,render  Children  tail  Blank  Line,Table  Jira  Renderer,Factory,Table  Jira  Renderer  get  Node  Rendering  Handlers  tail  Blank  Line  is  Last  Block  Quote  Child  tail  Blank  Line  render  render  render  render  get  Align  Value  apply,Table  Row,cells  before  Offset  after  Offset  normalized,Table  Row  get  Cells  for  All  Cells  for  All  Cells  for  All  Cells  for  All  Cells  for  All  Cells  for  All  Cells  get  Columns  get  Total  Columns  get  Spanned  Columns  get  Before  Offset  set  Before  Offset  get  After  Offset  set  After  Offset  column  Of  column  Of  Or  Null  append  Columns  append  Columns  default  Cell  add  Column  insert  Columns  insert  Columns  delete  Columns  move  Column  expand  To  expand  To  fill  Missing  Columns  is  Empty  Column  is  Empty  index  Of  index  Of  Or  Null  normalize  If  Needed  normalize  dump  Cells  to  String,0,0
91,render,Table  Block  Node  Renderer  Context  Html  Writer,void,,render  Children  tail  Blank  Line,Table  Row,cells  before  Offset  after  Offset  normalized,Table  Row  get  Cells  for  All  Cells  for  All  Cells  for  All  Cells  for  All  Cells  for  All  Cells  for  All  Cells  get  Columns  get  Total  Columns  get  Spanned  Columns  get  Before  Offset  set  Before  Offset  get  After  Offset  set  After  Offset  column  Of  column  Of  Or  Null  append  Columns  append  Columns  default  Cell  add  Column  insert  Columns  insert  Columns  delete  Columns  move  Column  expand  To  expand  To  fill  Missing  Columns  is  Empty  Column  is  Empty  index  Of  index  Of  Or  Null  normalize  If  Needed  normalize  dump  Cells  to  String,Table  Jira  Renderer,Factory,Table  Jira  Renderer  get  Node  Rendering  Handlers  tail  Blank  Line  is  Last  Block  Quote  Child  tail  Blank  Line  render  render  render  render  get  Align  Value  apply,1,1
92,render,Table  Block  Node  Renderer  Context  Html  Writer,void,,render  Children  tail  Blank  Line,Table  Jira  Renderer,Factory,Table  Jira  Renderer  get  Node  Rendering  Handlers  tail  Blank  Line  is  Last  Block  Quote  Child  tail  Blank  Line  render  render  render  render  get  Align  Value  apply,Table  Cell,opening  Marker  text  closing  Marker  header  alignment  span  Alignment,trim  White  Space  merge  White  Space  get  Opening  Marker  set  Opening  Marker  get  Text  set  Text  get  Closing  Marker  set  Closing  Marker  get  Span  set  Span  get  Segments  get  Ast  Extra  Table  Cell  Table  Cell  is  Header  set  Header  get  Alignment  set  Alignment  cell  Alignment,0,0
93,render,Table  Block  Node  Renderer  Context  Html  Writer,void,,render  Children  tail  Blank  Line,Table  Cell,opening  Marker  text  closing  Marker  header  alignment  span  Alignment,trim  White  Space  merge  White  Space  get  Opening  Marker  set  Opening  Marker  get  Text  set  Text  get  Closing  Marker  set  Closing  Marker  get  Span  set  Span  get  Segments  get  Ast  Extra  Table  Cell  Table  Cell  is  Header  set  Header  get  Alignment  set  Alignment  cell  Alignment,Table  Jira  Renderer,Factory,Table  Jira  Renderer  get  Node  Rendering  Handlers  tail  Blank  Line  is  Last  Block  Quote  Child  tail  Blank  Line  render  render  render  render  get  Align  Value  apply,1,0
94,render,Node  Renderer  Context  Html  Writer  Table  Node  Renderer,void,,tag  Line  with  Cond  Indent  with  Attr  render  Children,Table  Node  Renderer,options  Factory,Table  Node  Renderer  get  Node  Rendering  Handlers  render  render  render  render  render  get  Align  Value  apply,Table  Head,,get  Segments  Table  Head  Table  Head,0,0
95,render,Node  Renderer  Context  Html  Writer  Table  Node  Renderer,void,,tag  Line  with  Cond  Indent  with  Attr  render  Children,Table  Head,,get  Segments  Table  Head  Table  Head,Table  Node  Renderer,options  Factory,Table  Node  Renderer  get  Node  Rendering  Handlers  render  render  render  render  render  get  Align  Value  apply,1,1
96,render,Node  Renderer  Context  Html  Writer  Table  Node  Renderer,void,,tag  Line  with  Cond  Indent  with  Attr  render  Children,Table  Node  Renderer,options  Factory,Table  Node  Renderer  get  Node  Rendering  Handlers  render  render  render  render  render  get  Align  Value  apply,Table  Body,,get  Segments  Table  Body  Table  Body,0,0
97,render,Node  Renderer  Context  Html  Writer  Table  Node  Renderer,void,,tag  Line  with  Cond  Indent  with  Attr  render  Children,Table  Body,,get  Segments  Table  Body  Table  Body,Table  Node  Renderer,options  Factory,Table  Node  Renderer  get  Node  Rendering  Handlers  render  render  render  render  render  get  Align  Value  apply,1,0
98,render,Node  Renderer  Context  Html  Writer  Table  Node  Renderer,void,,tag  Line  with  Cond  Indent  with  Attr  render  Children,Table  Node  Renderer,options  Factory,Table  Node  Renderer  get  Node  Rendering  Handlers  render  render  render  render  render  get  Align  Value  apply,Table  Row,cells  before  Offset  after  Offset  normalized,Table  Row  get  Cells  for  All  Cells  for  All  Cells  for  All  Cells  for  All  Cells  for  All  Cells  for  All  Cells  get  Columns  get  Total  Columns  get  Spanned  Columns  get  Before  Offset  set  Before  Offset  get  After  Offset  set  After  Offset  column  Of  column  Of  Or  Null  append  Columns  append  Columns  default  Cell  add  Column  insert  Columns  insert  Columns  delete  Columns  move  Column  expand  To  expand  To  fill  Missing  Columns  is  Empty  Column  is  Empty  index  Of  index  Of  Or  Null  normalize  If  Needed  normalize  dump  Cells  to  String,0,0
99,render,Node  Renderer  Context  Html  Writer  Table  Node  Renderer,void,,tag  Line  with  Cond  Indent  with  Attr  render  Children,Table  Row,cells  before  Offset  after  Offset  normalized,Table  Row  get  Cells  for  All  Cells  for  All  Cells  for  All  Cells  for  All  Cells  for  All  Cells  for  All  Cells  get  Columns  get  Total  Columns  get  Spanned  Columns  get  Before  Offset  set  Before  Offset  get  After  Offset  set  After  Offset  column  Of  column  Of  Or  Null  append  Columns  append  Columns  default  Cell  add  Column  insert  Columns  insert  Columns  delete  Columns  move  Column  expand  To  expand  To  fill  Missing  Columns  is  Empty  Column  is  Empty  index  Of  index  Of  Or  Null  normalize  If  Needed  normalize  dump  Cells  to  String,Table  Node  Renderer,options  Factory,Table  Node  Renderer  get  Node  Rendering  Handlers  render  render  render  render  render  get  Align  Value  apply,1,0
100,render,Node  Renderer  Context  Html  Writer  Table  Node  Renderer,void,,tag  Line  with  Cond  Indent  with  Attr  render  Children,Table  Node  Renderer,options  Factory,Table  Node  Renderer  get  Node  Rendering  Handlers  render  render  render  render  render  get  Align  Value  apply,Table  Caption,opening  Marker  text  closing  Marker,Table  Caption  Table  Caption  get  Opening  Marker  set  Opening  Marker  get  Text  set  Text  get  Closing  Marker  set  Closing  Marker  get  Segments  get  Ast  Extra,0,0
101,render,Node  Renderer  Context  Html  Writer  Table  Node  Renderer,void,,tag  Line  with  Cond  Indent  with  Attr  render  Children,Table  Caption,opening  Marker  text  closing  Marker,Table  Caption  Table  Caption  get  Opening  Marker  set  Opening  Marker  get  Text  set  Text  get  Closing  Marker  set  Closing  Marker  get  Segments  get  Ast  Extra,Table  Node  Renderer,options  Factory,Table  Node  Renderer  get  Node  Rendering  Handlers  render  render  render  render  render  get  Align  Value  apply,1,0
102,clean  Up  Inlined  Separators,Inline  Parser  Table  Row  List  Node,List  Node,,get  Parent  get  Parent  get  Previous  get  Previous  get  Next  get  Next  base  Sub  Sequence  get  Start  Offset  get  End  Offset  insert  Before  unlink  unlink  unlink  add  add  get  Parent  merge  Text  Nodes  get  First  Child  get  Last  Child  size  size  remove  All,Table  Paragraph  Pre  Processor,pipe  Characters  separator  Characters  pipe  Node  Map  pipe  Intelli  J  Node  Map  options  table  header  separator  Table  Separator  Row,skip  Next  skip  Prev  want  Skipped  Whitespace  get  skip  Next  skip  Prev  want  Skipped  Whitespace  get  Factory  affects  Global  Scope  get  After  Dependents  get  Before  Dependents  apply  get  Table  Header  Separator  Table  Paragraph  Pre  Processor  Table  Separator  Row  Table  Separator  Row  pre  Process  Block  parse  Alignment  split  get  Alignment,Table  Row,cells  before  Offset  after  Offset  normalized,Table  Row  get  Cells  for  All  Cells  for  All  Cells  for  All  Cells  for  All  Cells  for  All  Cells  for  All  Cells  get  Columns  get  Total  Columns  get  Spanned  Columns  get  Before  Offset  set  Before  Offset  get  After  Offset  set  After  Offset  column  Of  column  Of  Or  Null  append  Columns  append  Columns  default  Cell  add  Column  insert  Columns  insert  Columns  delete  Columns  move  Column  expand  To  expand  To  fill  Missing  Columns  is  Empty  Column  is  Empty  index  Of  index  Of  Or  Null  normalize  If  Needed  normalize  dump  Cells  to  String,0,0
